init_time,epoch_time,valid_acc,valid_mr,valid_mrr,valid_hits1,valid_hits3,valid_hits5,valid_hits10,valid_hits50,valid_hits100,test_acc,test_mr,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_hits50,test_hits100
0.694,"[2.142, 1.739, 1.746, 1.71, 1.705]","[63.461861, 65.002181, 67.5224, 67.992215, 68.451961]",[],[],[],[],[],[],[],[],"[62.14637, 62.500257, 65.732568, 67.894986, 67.152233]",[],[],[],[],[],[],[],[]
